dni|nombre|tienda|vertical|puesto|departamento|fecha_ingreso|fecha_cese|tipo_salida|longitud_doc|departamento_original|gerencia_homologada
38501154|Jorge Rojas Vega|Plaza Lima Norte|Moda|Prevencionista|Prevención|2024-07-14|||8|Prevención|Gerencia Operaciones
51994582|Adrián Patricia López Gómez|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-03-26|||8|Utiles Escolares|Gerencia Comercial
10693403|Adrián Nicole Soto Rojas|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-03-10|||8|Utiles Escolares|Gerencia Comercial
80982505|Sebastián Patricia Vargas Carranza|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-04-01|||8|Utiles Escolares|Gerencia Comercial
00798469|Lucía Fernanda Navarro Campos|Plaza Lima Norte|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2025-10-16|||8|Utiles Escolares|Gerencia Comercial
00910561|Miguel Eduardo Cruz Valdivia|Plaza Lima Norte|Tecnologia|Asesor De Ventas|Ventas Tecnología|2025-11-25|||8|Ventas Tecnología|Gerencia Comercial
91242166|Camila Fernanda Carranza Cruz|Plaza Lima Norte|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2024-06-06|||8|Utiles Escolares|Gerencia Comercial
07282566|Bruno Alejandro Chávez Morales|Plaza Lima Norte|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2024-11-17|||8|Utiles Escolares|Gerencia Comercial
35035501|Fernando Elena Soto López|Plaza Lima Norte|Moda|Vendedor De Piso|Ventas Moda|2026-03-04|||8|Ventas Moda|Gerencia Comercial
23273544|Paola Antonio Campos Ponce|Plaza Lima Norte|Hogar|Auxiliar De Logistica|Logística|2025-04-07|||8|Logística|Gerencia Operaciones
95637400|Adrián Fernanda Navarro Salazar|Plaza Lima Norte|Tecnologia|Asistente Servicio Cliente|Servicio al Cliente|2024-06-10|||8|Servicio al Cliente|Gerencia Experiencia Cliente
48538711|Camila Patricia Campos Herrera|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-01-27|||8|Utiles Escolares|Gerencia Comercial
96585052|Daniela Gabriela Espinoza Medina|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2026-01-04|||8|Utiles Escolares|Gerencia Comercial
91382683|Andrés Nicole Valdivia Medina|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-04-22|||8|Utiles Escolares|Gerencia Comercial
09638491|Sebastián Jesús Rojas Cárdenas|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-05-07|||8|Utiles Escolares|Gerencia Comercial
26447197|Melissa Isabel Mendoza Valdivia|Plaza Lima Norte|Tecnologia|Vendedor De Piso|Ventas Tecnología|2024-09-13|||8|Ventas Tecnología|Gerencia Comercial
79531184|Renzo Jesús Ponce Castillo|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-06-21|||8|Utiles Escolares|Gerencia Comercial
00001547|Tatiana Isabel Valdivia Torres|Plaza Lima Norte|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-01-30|||8|Ventas Tecnología|Gerencia Comercial
03326170|Marco Patricia Salazar Campos|Plaza Lima Norte|Tecnologia|Vendedor De Piso|Ventas Tecnología|2025-10-04|||8|Ventas Tecnología|Gerencia Comercial
59102851|Sofía Eduardo Rojas Castillo|Plaza Lima Norte|Moda|Cajero(A)|Cajas|2024-06-10|||8|Cajas|Gerencia Operaciones
49833063|Kevin Fernanda Salazar Carranza|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2026-02-17|||8|Utiles Escolares|Gerencia Comercial
39051595|Milagros Gabriela Salazar Mejía|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-02-21|||8|Utiles Escolares|Gerencia Comercial
69185198|Marco Patricia García Rodríguez|Plaza Lima Norte|Hogar|Auxiliar De Logistica|Logística|2025-05-25|||8|Logística|Gerencia Operaciones
00630784|Andrea Elena Aguilar Espinoza|Plaza Lima Norte|Hogar|Asistente Servicio Cliente|Servicio al Cliente|2024-12-27|||8|Servicio al Cliente|Gerencia Experiencia Cliente
07938146|Raúl Fernanda Cruz Quispe|Plaza Lima Norte|Hogar|Asesor De Ventas|Ventas Hogar|2024-04-20|||8|Ventas Hogar|Gerencia Comercial
48757117|Miguel Gabriela Navarro Carranza|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-07-18|||8|Utiles Escolares|Gerencia Comercial
13076369|Ximena Nicole Vargas Cruz|Plaza Lima Norte|Tecnologia|Vendedor De Piso|Ventas Tecnología|2024-05-11|||8|Ventas Tecnología|Gerencia Comercial
00180513|Ximena Patricia Navarro Carranza|Plaza Lima Norte|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2024-02-11|||8|Utiles Escolares|Gerencia Comercial
21910655|Milagros Isabel Medina Rojas|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-11-22|||8|Utiles Escolares|Gerencia Comercial
63839005|Camila Fernanda Ponce Paredes|Plaza Lima Norte|Moda|Vendedor De Piso|Ventas Moda|2024-11-02|||8|Ventas Moda|Gerencia Comercial
77741510|Jorge Elena Gómez Morales|Plaza Lima Norte|Utiles Escolares|Prevencionista|Prevención|2025-11-02|||8|Prevención|Gerencia Operaciones
04337322|Bruno Eduardo García Carranza|Plaza Lima Norte|Moda|Asesor De Ventas|Ventas Moda|2024-09-05|||8|Ventas Moda|Gerencia Comercial
67453073|Carla Alejandro López Mendoza|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-02-24|||8|Utiles Escolares|Gerencia Comercial
42211160|Sofía Nicole Rojas Herrera|Plaza Lima Norte|Moda|Asesor De Ventas|Ventas Moda|2025-01-20|||8|Ventas Moda|Gerencia Comercial
05085553|Matías Isabel Herrera Soto|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-09-16|||8|Utiles Escolares|Gerencia Comercial
94721922|Carla Fernanda Herrera Cárdenas|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-12-07|||8|Utiles Escolares|Gerencia Comercial
09759692|Álvaro Antonio Vargas Cárdenas|Plaza Lima Norte|Utiles Escolares|Asistente Servicio Cliente|Servicio al Cliente|2024-12-19|||8|Servicio al Cliente|Gerencia Experiencia Cliente
36490817|Piero Jesús Paredes Castillo|Plaza Lima Norte|Moda|Asesor De Ventas|Ventas Moda|2025-07-05|||8|Ventas Moda|Gerencia Comercial
30389135|Jorge Antonio Ramírez Rojas|Plaza Lima Norte|Tecnologia|Asesor De Ventas|Ventas Tecnología|2025-06-27|||8|Ventas Tecnología|Gerencia Comercial
21298492|Carla Patricia Valdivia Torres|Plaza Lima Norte|Tecnologia|Asesor De Ventas|Ventas Tecnología|2025-07-17|||8|Ventas Tecnología|Gerencia Comercial
12107214|Alonso Nicole Chávez Chávez|Plaza Lima Norte|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-03-01|||8|Ventas Tecnología|Gerencia Comercial
06589301|Álvaro Alejandro García Soto|Plaza Lima Norte|Hogar|Cajero(A)|Cajas|2025-02-10|||8|Cajas|Gerencia Operaciones
73020556|Andrés Nicole Carranza Vega|Plaza Lima Norte|Hogar|Asesor De Ventas|Ventas Hogar|2025-10-18|||8|Ventas Hogar|Gerencia Comercial
07111385|Adrián Alejandro Chávez Rojas|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-04-14|||8|Utiles Escolares|Gerencia Comercial
54523996|Rocío Fernanda Rodríguez Quispe|Plaza Lima Norte|Hogar|Cajero(A)|Cajas|2025-10-16|||8|Cajas|Gerencia Operaciones
01016723|Matías Patricia Cruz Vega|Plaza Lima Norte|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-09-11|||8|Ventas Tecnología|Gerencia Comercial
03081826|Bruno Patricia Soto Morales|Plaza Lima Norte|Tecnologia|Asistente Servicio Cliente|Servicio al Cliente|2025-01-03|||8|Servicio al Cliente|Gerencia Experiencia Cliente
49430907|Alonso Jesús Gómez Mendoza|Plaza Lima Norte|Moda|Asesor De Ventas|Ventas Moda|2024-10-29|||8|Ventas Moda|Gerencia Comercial
72244402|Fernando Eduardo Ponce Cruz|Plaza Lima Norte|Moda|Asesor De Ventas|Ventas Moda|2025-04-27|||8|Ventas Moda|Gerencia Comercial
00657943|Tatiana Antonio Flores Espinoza|Plaza Lima Norte|Hogar|Vendedor De Piso|Ventas Hogar|2025-12-21|||8|Ventas Hogar|Gerencia Comercial
22183803|Karen Patricia Paredes Ponce|Plaza Lima Norte|Hogar|Asesor De Ventas|Ventas Hogar|2024-06-02|||8|Ventas Hogar|Gerencia Comercial
07567311|Rocío Gabriela Carranza Medina|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-04-01|||8|Utiles Escolares|Gerencia Comercial
03243336|Luis Eduardo Medina Rodríguez|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-01-23|||8|Utiles Escolares|Gerencia Comercial
00460324|Daniela Jesús Cruz Mendoza|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-03-11|||8|Utiles Escolares|Gerencia Comercial
50766702|Diana Jesús Valdivia Mejía|Plaza Lima Norte|Tecnologia|Asesor De Ventas|Ventas Tecnología|2025-04-04|||8|Ventas Tecnología|Gerencia Comercial
97791465|Luis Alejandro Soto Carranza|Plaza Lima Norte|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2024-05-10|||8|Utiles Escolares|Gerencia Comercial
33320503|Renzo Isabel Torres Cárdenas|Plaza Lima Norte|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-08-23|||8|Ventas Tecnología|Gerencia Comercial
00131632|José Patricia Castillo Ponce|Plaza Lima Norte|Moda|Auxiliar De Logistica|Logística|2024-07-30|||8|Logística|Gerencia Operaciones
31552485|Jorge Jesús Navarro Soto|Plaza Lima Norte|Tecnologia|Asesor De Ventas|Ventas Tecnología|2025-03-25|||8|Ventas Tecnología|Gerencia Comercial
90365703|Matías Isabel Aguilar Mendoza|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2026-03-02|||8|Utiles Escolares|Gerencia Comercial
74821440|Adrián Ponce Ramírez|Plaza Lima Norte|Tecnologia|Prevencionista|Prevención|2024-03-03|||8|Prevención|Gerencia Operaciones
93556932|Renzo Isabel Quispe Morales|Plaza Lima Norte|Hogar|Asesor De Ventas|Ventas Hogar|2024-11-22|||8|Ventas Hogar|Gerencia Comercial
19474563|Jorge Nicole Ramírez Ramírez|Plaza Lima Norte|Tecnologia|Asesor De Ventas|Ventas Tecnología|2025-12-25|||8|Ventas Tecnología|Gerencia Comercial
44427148|Paola Fernanda Rodríguez Herrera|Plaza Lima Norte|Hogar|Asesor De Ventas|Ventas Hogar|2024-07-27|||8|Ventas Hogar|Gerencia Comercial
81297624|Miguel Eduardo Campos Cruz|Plaza Lima Norte|Tecnologia|Asesor De Ventas|Ventas Tecnología|2025-11-20|||8|Ventas Tecnología|Gerencia Comercial
44789713|Luis Eduardo Cárdenas Torres|Plaza Lima Norte|Hogar|Vendedor De Piso|Ventas Hogar|2024-08-01|||8|Ventas Hogar|Gerencia Comercial
74198828|Álvaro Gabriela Carranza Herrera|Plaza Lima Norte|Hogar|Asistente Servicio Cliente|Servicio al Cliente|2024-09-02|||8|Servicio al Cliente|Gerencia Experiencia Cliente
00646007|Carla Fernanda Cárdenas Torres|Plaza Lima Norte|Hogar|Asesor De Ventas|Ventas Hogar|2025-05-24|||8|Ventas Hogar|Gerencia Comercial
00685415|Melissa Elena Medina Chávez|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2026-01-29|||8|Utiles Escolares|Gerencia Comercial
76575853|Andrea Nicole Valdivia Ponce|Plaza Lima Norte|Moda|Asesor De Ventas|Ventas Moda|2025-01-23|||8|Ventas Moda|Gerencia Comercial
22679937|Valeria Jesús Mendoza Chávez|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-04-16|||8|Utiles Escolares|Gerencia Comercial
10076458|Jorge Alejandro Ramírez Mendoza|Plaza Lima Norte|Hogar|Vendedor De Piso|Ventas Hogar|2024-02-04|||8|Ventas Hogar|Gerencia Comercial
61304580|Milagros Ponce Cárdenas|Plaza Lima Norte|Moda|Cajero(A)|Cajas|2025-06-01|||8|Cajas|Gerencia Operaciones
71532350|Luis Alejandro Navarro Chávez|Plaza Lima Norte|Hogar|Asesor De Ventas|Ventas Hogar|2024-01-07|||8|Ventas Hogar|Gerencia Comercial
57890557|Adrián Antonio Cárdenas Paredes|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-11-21|||8|Utiles Escolares|Gerencia Comercial
07672279|Lucía Antonio Vargas Quispe|Plaza Lima Norte|Moda|Asesor De Ventas|Ventas Moda|2024-09-15|||8|Ventas Moda|Gerencia Comercial
87842922|José Antonio Quispe Quispe|Plaza Lima Norte|Moda|Asesor De Ventas|Ventas Moda|2024-03-23|||8|Ventas Moda|Gerencia Comercial
00102714|Alejandra Campos Rojas|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-12-20|||8|Utiles Escolares|Gerencia Comercial
93017283|Carla Isabel Flores Cárdenas|Plaza Lima Norte|Hogar|Vendedor De Piso|Ventas Hogar|2024-08-04|||8|Ventas Hogar|Gerencia Comercial
24172553|Fiorella Alejandro Torres Medina|Plaza Lima Norte|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2024-02-03|||8|Utiles Escolares|Gerencia Comercial
32375631|María Aguilar Herrera|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-07-31|||8|Utiles Escolares|Gerencia Comercial
00307013|Alonso Antonio Rojas Castillo|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-12-20|||8|Utiles Escolares|Gerencia Comercial
36785332|Paola Patricia Salazar Vargas|Plaza Lima Norte|Tecnologia|Asesor De Ventas|Ventas Tecnología|2025-10-11|||8|Ventas Tecnología|Gerencia Comercial
88773882|Milagros Isabel Campos Salazar|Plaza Lima Norte|Hogar|Asesor De Ventas|Ventas Hogar|2025-08-22|||8|Ventas Hogar|Gerencia Comercial
05180736|María Fernanda Vargas Paredes|Plaza Lima Norte|Tecnologia|Asesor De Ventas|Ventas Tecnología|2025-12-29|||8|Ventas Tecnología|Gerencia Comercial
00884789|Alejandra Patricia Herrera Herrera|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-04-14|||8|Utiles Escolares|Gerencia Comercial
12590873|Fiorella Gabriela García Soto|Plaza Lima Norte|Moda|Asesor De Ventas|Ventas Moda|2025-07-21|||8|Ventas Moda|Gerencia Comercial
22861034|Sebastián Jesús Vega Soto|Plaza Lima Norte|Moda|Vendedor De Piso|Ventas Moda|2025-06-17|||8|Ventas Moda|Gerencia Comercial
06619399|Miguel Fernanda Vega Salazar|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-10-09|||8|Utiles Escolares|Gerencia Comercial
04457588|Luis Gabriela Rojas Espinoza|Plaza Lima Norte|Tecnologia|Vendedor De Piso|Ventas Tecnología|2025-04-13|||8|Ventas Tecnología|Gerencia Comercial
09878067|Fiorella Elena López Torres|Plaza Lima Norte|Hogar|Asesor De Ventas|Ventas Hogar|2025-10-28|||8|Ventas Hogar|Gerencia Comercial
93375652|Tatiana Eduardo Rojas Quispe|Plaza Lima Norte|Moda|Asesor De Ventas|Ventas Moda|2026-01-22|||8|Ventas Moda|Gerencia Comercial
79587366|Adrián Cruz Herrera|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-07-23|||8|Utiles Escolares|Gerencia Comercial
09382319|Daniela Gómez Mendoza|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-12-10|||8|Utiles Escolares|Gerencia Comercial
00698851|Génesis Patricia Medina Quispe|Plaza Lima Norte|Hogar|Asesor De Ventas|Ventas Hogar|2026-03-19|||8|Ventas Hogar|Gerencia Comercial
72162301|Diego Antonio Cruz Salazar|Plaza Lima Norte|Moda|Vendedor De Piso|Ventas Moda|2025-12-19|||8|Ventas Moda|Gerencia Comercial
86674622|Lucía Fernanda Campos Ramírez|Plaza Lima Norte|Hogar|Asesor De Ventas|Ventas Hogar|2025-07-30|||8|Ventas Hogar|Gerencia Comercial
69731857|Tatiana Eduardo Carranza Vargas|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2026-02-03|||8|Utiles Escolares|Gerencia Comercial
46400738|Carla Antonio Soto Ramírez|Plaza Lima Norte|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2024-06-03|||8|Utiles Escolares|Gerencia Comercial
61213711|Karen Patricia Vargas Gómez|Plaza Lima Norte|Tecnologia|Auxiliar De Logistica|Logística|2024-12-17|||8|Logística|Gerencia Operaciones
00499141|Ximena Paredes Ponce|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-02-15|||8|Utiles Escolares|Gerencia Comercial
57326329|Alonso Gabriela Valdivia Morales|Plaza Lima Norte|Hogar|Cajero(A)|Cajas|2025-07-27|||8|Cajas|Gerencia Operaciones
82524037|Paola Elena Ramírez Quispe|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2026-01-25|||8|Utiles Escolares|Gerencia Comercial
08497164|Diana Jesús Vargas Rojas|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2026-03-26|||8|Utiles Escolares|Gerencia Comercial
85879702|María Elena Quispe Medina|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-06-24|||8|Utiles Escolares|Gerencia Comercial
94856153|Milagros Elena Rodríguez Ponce|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-11-20|||8|Utiles Escolares|Gerencia Comercial
50204292|Rocío Gabriela Ramírez Castillo|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-07-06|||8|Utiles Escolares|Gerencia Comercial
72225824|Adrián Nicole Morales Gómez|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-10-12|||8|Utiles Escolares|Gerencia Comercial
48289421|Andrea Jesús Torres Espinoza|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-02-24|||8|Utiles Escolares|Gerencia Comercial
91998431|Paola Patricia Morales Rodríguez|Plaza Lima Norte|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2025-02-22|||8|Utiles Escolares|Gerencia Comercial
02256607|Sofía Elena Chávez Cruz|Plaza Lima Norte|Hogar|Asesor De Ventas|Ventas Hogar|2024-08-18|||8|Ventas Hogar|Gerencia Comercial
36055440|Camila Nicole Espinoza Cruz|Plaza Lima Norte|Tecnologia|Vendedor De Piso|Ventas Tecnología|2024-04-26|||8|Ventas Tecnología|Gerencia Comercial
98882730|Matías Isabel Mejía Flores|Plaza Lima Norte|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2024-04-14|||8|Utiles Escolares|Gerencia Comercial
01902361|Vanessa Fernanda Mejía López|Plaza Lima Norte|Moda|Asesor De Ventas|Ventas Moda|2026-03-05|||8|Ventas Moda|Gerencia Comercial
27832020|Jorge Elena Vargas Herrera|Plaza Lima Norte|Hogar|Asesor De Ventas|Ventas Hogar|2026-03-14|||8|Ventas Hogar|Gerencia Comercial
38933650|Rocío Espinoza Paredes|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-10-26|||8|Utiles Escolares|Gerencia Comercial
94243874|Matías Jesús López Rojas|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-05-09|||8|Utiles Escolares|Gerencia Comercial
36166605|María Patricia Rodríguez Valdivia|Plaza Lima Norte|Hogar|Cajero(A)|Cajas|2025-10-09|||8|Cajas|Gerencia Operaciones
65604221|Luis Antonio Chávez Carranza|Plaza Lima Norte|Tecnologia|Cajero(A)|Cajas|2025-04-10|||8|Cajas|Gerencia Operaciones
57765720|Andrea Isabel Rojas Espinoza|Plaza Lima Norte|Hogar|Asesor De Ventas|Ventas Hogar|2024-08-11|||8|Ventas Hogar|Gerencia Comercial
46235950|Jorge Alejandro Paredes Valdivia|Plaza Lima Norte|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2025-05-11|||8|Utiles Escolares|Gerencia Comercial
00372827|Alejandra Eduardo López Cárdenas|Plaza Lima Norte|Tecnologia|Asesor De Ventas|Ventas Tecnología|2025-03-27|||8|Ventas Tecnología|Gerencia Comercial
87957309|Diego Fernanda Ponce Aguilar|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-04-05|||8|Utiles Escolares|Gerencia Comercial
00077738|Kevin Alejandro Torres Gómez|Plaza Lima Norte|Hogar|Asesor De Ventas|Ventas Hogar|2025-03-15|||8|Ventas Hogar|Gerencia Comercial
00346473|Ximena Antonio Mejía Ramírez|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-03-31|||8|Utiles Escolares|Gerencia Comercial
98181400|Kevin Fernanda Vargas Aguilar|Plaza Lima Norte|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-04-01|||8|Ventas Tecnología|Gerencia Comercial
09282050|Luis Elena Valdivia Morales|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-05-26|||8|Utiles Escolares|Gerencia Comercial
92249351|Fernando Antonio Aguilar Paredes|Plaza Lima Norte|Moda|Asesor De Ventas|Ventas Moda|2025-09-22|||8|Ventas Moda|Gerencia Comercial
57731581|Andrés Eduardo Vega Valdivia|Plaza Lima Norte|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2024-12-25|||8|Utiles Escolares|Gerencia Comercial
38341423|Carlos Aguilar Soto|Plaza Lima Norte|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2025-09-14|||8|Utiles Escolares|Gerencia Comercial
39766982|Matías Patricia Quispe Paredes|Plaza Lima Norte|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2025-02-05|||8|Utiles Escolares|Gerencia Comercial
48565780|Andrés Gabriela Mejía Espinoza|Plaza Lima Norte|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2024-01-13|||8|Utiles Escolares|Gerencia Comercial
00896799|Miguel Alejandro Vega Torres|Plaza Lima Norte|Hogar|Vendedor De Piso|Ventas Hogar|2026-02-27|||8|Ventas Hogar|Gerencia Comercial
95747455|Daniela Gabriela López Quispe|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-10-05|||8|Utiles Escolares|Gerencia Comercial
11320209|Rocío Eduardo Campos Mendoza|Plaza Lima Norte|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2024-10-11|||8|Utiles Escolares|Gerencia Comercial
58818382|Matías Alejandro Salazar Rodríguez|Plaza Lima Norte|Moda|Vendedor De Piso|Ventas Moda|2025-12-16|||8|Ventas Moda|Gerencia Comercial
99648417|Adrián Antonio García López|Plaza Lima Norte|Moda|Auxiliar De Logistica|Logística|2025-11-13|||8|Logística|Gerencia Operaciones
69520474|Raúl Jesús Vargas Mendoza|Plaza Lima Norte|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-06-19|||8|Utiles Escolares|Gerencia Comercial
